pdf_name,chunk_number,total_chunks,pages,question,option_A,option_B,option_C,option_D,correct_answer
notes/LLM_cs124_week7_2025.pdf,7,"13, 14, 15","In the context of language modeling, why might a large language model struggle with predicting uncommon words in a given prefix like 'The mysterious'",Because the model only uses a fixed vocabulary size.,Due to the lack of sufficient training data for rare words.,The model cannot handle long prefixes effectively.,It overfits to common words and ignores less frequent ones.,B) Due to the lack of sufficient training data for rare words.
notes/LLM_cs124_week7_2025.pdf,8,"15, 16, 17",What architectural change did the Transformer introduce that was not present in previous sequence transduction models?,Use of attention mechanisms,Inclusion of convolutional layers,Presence of recurrent layers,Employment of static word embeddings,A) Use of attention mechanisms
notes/LLM_cs124_week7_2025.pdf,8,"15, 16, 17",Which of the following experiments demonstrated that the Transformer could generalize well to a different task?,English-to-German translation,English constituency parsing,English-to-French translation,Static Word Embeddings re-discovery,B) English constituency parsing
notes/LLM_cs124_week7_2025.pdf,8,"15, 16, 17",What was a significant advantage of the Transformer model over previous models according to the paper?,It required more time to train,It achieved better performance with less training time,It used more complex recurrent networks,It included more convolutional layers,B) It achieved better performance with less training time
notes/LLM_cs124_week7_2025.pdf,8,"15, 16, 17",Which component of the Transformer architecture was specifically designed by Noam Shazeer and later became a fundamental part of many subsequent models?,Scaled dot-product attention,Recurrent neural networks,Convolutional neural networks,Static word embeddings,A) Scaled dot-product attention
notes/LLM_cs124_week7_2025.pdf,8,"15, 16, 17","Based on the timeline provided, in which year did the Transformer architecture first appear?",2003,2017,2008,2015,B) 2017
notes/LLM_cs124_week7_2025.pdf,9,"17, 18, 19",In which year did the use of GPUs significantly increase according to the timeline provided?,2003,2004-2006,2008,2012,D) 2012
notes/LLM_cs124_week7_2025.pdf,9,"17, 18, 19",Which of the following techniques was introduced in 2018 and involves using pre-trained models for various NLP tasks?,Static Word Embeddings,Multi-Task Learning,Contextual Word Embeddings and Pretraining,Attention Mechanism,C) Contextual Word Embeddings and Pretraining
notes/LLM_cs124_week7_2025.pdf,9,"17, 18, 19",What is the role of the 'Input Encoding' block in the Transformer architecture as described in the lecture?,Generates logits for next token prediction,Encodes input tokens into embeddings,Applies attention mechanism across tokens,Stacks transformer blocks together,B) Encodes input tokens into embeddings
notes/LLM_cs124_week7_2025.pdf,9,"17, 18, 19",Which of the following is a plausible reason for the re-discovery of Static Word Embeddings in 2013 after their initial introduction in 1990?,Advancements in hardware like GPUs,Introduction of the Transformer architecture,Evolution of neural language models,Increased availability of large datasets,A) Advancements in hardware like GPUs
notes/LLM_cs124_week7_2025.pdf,9,"17, 18, 19","If a model uses Stacked Transformer Blocks, what is the typical sequence of operations that would occur?",Input Encoding -> Stacked Transformer Blocks -> Language Modeling Head -> Generate logits,Input Encoding -> Generate logits -> Stacked Transformer Blocks -> Language Modeling Head,Stacked Transformer Blocks -> Input Encoding -> Language Modeling Head -> Generate logits,Language Modeling Head -> Stacked Transformer Blocks -> Input Encoding -> Generate logits,A) Input Encoding -> Stacked Transformer Blocks -> Language Modeling Head -> Generate logits
notes/LLM_cs124_week7_2025.pdf,10,"19, 20, 21",Why do static embeddings like word2vec fail to capture the true meaning of a word in context?,Because they are too large to process efficiently.,Because they represent a word's meaning in isolation without considering context.,Because they can only represent numerical values.,Because they are generated using a simple lookup table.,B) Because they represent a word's meaning in isolation without considering context.
notes/LLM_cs124_week7_2025.pdf,10,"19, 20, 21",Which technique allows each word to have a different vector representing its meaning depending on the surrounding words?,Static Embeddings,One-hot Encoding,Contextual Embeddings,Bag-of-Words Model,C) Contextual Embeddings
notes/LLM_cs124_week7_2025.pdf,10,"19, 20, 21","In the context of the sentence 'The chicken didn't cross the road because it was too tired', what does the contextual embedding for 'it' represent?",The chicken,The road,The chicken's tiredness,Itself as a pronoun,D) Itself as a pronoun
notes/LLM_cs124_week7_2025.pdf,10,"19, 20, 21",What is the primary advantage of using contextual embeddings over static embeddings in language models?,They require less computational resources.,They provide a more accurate representation of a word's meaning in context.,They can be precomputed and stored in a database.,They are easier to train.,B) They provide a more accurate representation of a word's meaning in context.
notes/LLM_cs124_week7_2025.pdf,10,"19, 20, 21",Which of the following best describes the role of attention mechanisms in computing contextual embeddings?,To assign a fixed importance score to each word in the sentence.,To dynamically assign importance scores to different parts of the input sequence based on relevance.,To ignore irrelevant words in the sentence.,To generate embeddings independently of the input sequence.,B) To dynamically assign importance scores to different parts of the input sequence based on relevance.
notes/LLM_cs124_week7_2025.pdf,11,"21, 22, 23","In the sentence 'The chicken didn't cross the road because it was too tired', what does the word 'it' most likely refer to?",the chicken,the road,the chicken or the road,the weather,A) the chicken
notes/LLM_cs124_week7_2025.pdf,11,"21, 22, 23",Which of the following best describes the process of computing contextual embeddings?,Each word has a single fixed vector regardless of context.,Words are assigned vectors based solely on their frequency in the language.,Words receive different vectors depending on their context.,Contextual embeddings are static and do not change over time.,C) Words receive different vectors depending on their context.
notes/LLM_cs124_week7_2025.pdf,11,"21, 22, 23",What does the term 'attention' imply in the context of contextual embeddings?,Every word gives equal weight to all neighboring words.,Words selectively focus on certain neighboring words for better meaning representation.,Attention is used to ignore the context entirely.,It refers to the physical location of words in a sentence.,B) Words selectively focus on certain neighboring words for better meaning representation.
notes/LLM_cs124_week7_2025.pdf,11,"21, 22, 23",Why might 'it' in the sentence 'The chicken didn't cross the road because it was too wide' refer to the road rather than the chicken?,The chicken cannot be too wide.,The road is usually described as wide.,The chicken's size is irrelevant to the sentence.,The chicken is the subject of the sentence.,B) The road is usually described as wide.
notes/LLM_cs124_week7_2025.pdf,11,"21, 22, 23","If we were to apply contextual embeddings to the sentence 'At this point in the sentence, it's probably referring to either the chicken or the street', which of the following would be true?",The word 'it' has a unique embedding for both the chicken and the street.,The word 'it' has the same embedding for both the chicken and the street.,The word 'it' does not have any embedding yet.,The word 'it' is not relevant to the sentence.,A) The word 'it' has a unique embedding for both the chicken and the street.
notes/LLM_cs124_week7_2025.pdf,12,"23, 24, 25","In the context of attention mechanisms, why does the word 'road' in the sentence 'The chickendidn’tcrosstheroadbecauseitwastootired' likely receive less attention compared to other words?",Because it is a common word with no specific meaning.,Because it is a stopword and typically ignored by the model.,Because it is less relevant to explaining the chicken’s decision not to cross the road.,Because it is a proper noun and requires special handling.,C) Because it is less relevant to explaining the chicken’s decision not to cross the road.
notes/LLM_cs124_week7_2025.pdf,12,"23, 24, 25",Which of the following best describes how the attention mechanism computes the embedding for a token?,By averaging the embeddings of all the neighboring tokens.,By selecting the most important neighboring token and copying its embedding.,By performing a weighted sum of the embeddings of selected neighboring tokens.,By randomly choosing a set of neighboring tokens to integrate their embeddings.,C) By performing a weighted sum of the embeddings of selected neighboring tokens.
notes/LLM_cs124_week7_2025.pdf,12,"23, 24, 25","If we apply self-attention at Layer k+1, which of the following statements is true regarding the columns corresponding to input tokens?",Each column represents the original word embedding without any attention mechanism applied.,"Each column represents the weighted sum of embeddings from the previous layer, considering attention scores.",Each column represents a fixed set of weights applied uniformly across all tokens.,Each column represents the raw text input without any processing.,"B) Each column represents the weighted sum of embeddings from the previous layer, considering attention scores."
notes/LLM_cs124_week7_2025.pdf,12,"23, 24, 25","Given the sentence 'The chickendidn’tcrosstheroadbecauseitwastootired', how would an attention mechanism determine which tokens to attend to when computing the embedding for the word 'crossed'?",Only the word 'road' would be attended to since it is directly related to the action of crossing.,"The words 'chicken', 'didn’t', and 'tired' would be given the most attention as they provide context.",All words would be attended to equally as part of the self-attention process.,No words would be attended to as the word 'crossed' is the main subject.,"B) The words 'chicken', 'didn’t', and 'tired' would be given the most attention as they provide context."
notes/LLM_cs124_week7_2025.pdf,12,"23, 24, 25",What is the primary purpose of using a weighted sum in the attention mechanism for computing token embeddings?,To ensure that each token’s embedding is identical.,To reduce the dimensionality of the input embeddings.,To give more importance to certain tokens that are more relevant for the current token’s context.,To increase the computational complexity of the model.,C) To give more importance to certain tokens that are more relevant for the current token’s context.
notes/LLM_cs124_week7_2025.pdf,13,"25, 26, 27",What is the role of the key vector in the self-attention mechanism?,It is used to compare with the query vector to produce a score.,It is used to generate the final output embedding.,It is used to weight the value vectors in the final output.,It is used to define the context for the current token.,A) It is used to compare with the query vector to produce a score.
notes/LLM_cs124_week7_2025.pdf,13,"25, 26, 27",How does the softmax function affect the weights aij in the self-attention mechanism?,It ensures that the weights sum to one and represent a probability distribution.,It normalizes the scores to be between -1 and 1.,It increases the weights of the less similar vectors.,It assigns equal weights to all the input vectors.,A) It ensures that the weights sum to one and represent a probability distribution.
notes/LLM_cs124_week7_2025.pdf,13,"25, 26, 27","If the dot product between the query vector qi and the key vector kj is high, what does it imply about the relationship between the two vectors?",The vectors are dissimilar.,The vectors are similar.,The vectors are orthogonal.,The vectors are unrelated.,B) The vectors are similar.
notes/LLM_cs124_week7_2025.pdf,13,"25, 26, 27",Which of the following best describes the information flow in a causal self-attention model according to the lecture?,Each element of the sequence attends to all the subsequent elements in the sequence.,Each element of the sequence attends to all the preceding elements in the sequence.,Each element of the sequence attends only to the current element.,Each element of the sequence attends to a random subset of the sequence.,B) Each element of the sequence attends to all the preceding elements in the sequence.
notes/LLM_cs124_week7_2025.pdf,13,"25, 26, 27","In the self-attention mechanism, what is the output value ai computed as?",ai = xi · xj,"ai = softmax(score(xi, xj))",ai = Σj≥i aij xj,ai = Σj≤i aij xj,C) ai = Σj≥i aij xj
notes/LLM_cs124_week7_2025.pdf,15,"29, 30, 31","In the context of an attention head, what role does 'xi' play when it is being compared to previous elements?",query,key,value,context,A) query
notes/LLM_cs124_week7_2025.pdf,15,"29, 30, 31","If the 'query' vector for 'xi' has a high similarity score with a particular 'key', what is likely to happen to the corresponding 'value' during the weighted sum operation?",It will be ignored.,It will have a higher weight.,It will have a lower weight.,It will be zeroed out.,B) It will have a higher weight.
notes/LLM_cs124_week7_2025.pdf,15,"29, 30, 31","Given the sentence 'The chicken didn’t cross the road because it was too tired', which of the following best describes the role of 'too tired' in the context of an attention mechanism?",query,key,value,context,C) value
notes/LLM_cs124_week7_2025.pdf,15,"29, 30, 31","In the self-attention distribution, if the 'query' vector for 'xi' has low similarity scores with all 'keys', how would this affect the output of the weighted sum operation?",The output would be highly influenced by 'xi'.,The output would be highly influenced by 'keys' but not 'xi'.,The output would be highly influenced by 'values' but not 'xi'.,"The output would be equally influenced by all 'keys', 'query', and 'values'.",C) The output would be highly influenced by 'values' but not 'xi'.
notes/LLM_cs124_week7_2025.pdf,15,"29, 30, 31","Considering the sentence structure, if 'xi' is the last word 'tired' in the sentence, which of the following statements is true regarding its 'value' in the attention head?",Its value will be used to weigh all previous 'queries'.,Its value will only be used to weigh the 'query' immediately before it.,Its value will be ignored since it is the final token.,"Its value will be used to weigh itself, resulting in no change.",B) Its value will only be used to weigh the 'query' immediately before it.
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",How does attention in transformers affect the representation of words during processing?,It makes the representation of words constant across different layers.,It enriches the representation of words by incorporating context-specific information.,It reduces the dimensionality of word embeddings to speed up computation.,It eliminates the need for word embeddings altogether.,B) It enriches the representation of words by incorporating context-specific information.
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39","In the context of transformers, what is the outcome of using attention mechanism on tokens?",Each token's representation remains unchanged throughout the model.,Each token's representation varies based on the surrounding context.,Each token's representation becomes identical across all layers.,Each token's representation is determined solely by its position in the sequence.,B) Each token's representation varies based on the surrounding context.
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",Why is the enriched representation of words passed up layer by layer in transformers?,To decrease the computational complexity of the model.,To maintain the context-awareness of the representations through the network.,To reduce the memory usage of the model.,To simplify the architecture by reducing the number of layers.,B) To maintain the context-awareness of the representations through the network.
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",What is a key benefit of using attention in the Transformer Block compared to traditional neural networks?,It allows the model to focus on relevant parts of the input sequence.,It reduces the number of parameters needed in the model.,It eliminates the need for recurrent layers in the network.,It speeds up the training process significantly.,A) It allows the model to focus on relevant parts of the input sequence.
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",How does the attention mechanism in transformers differ from the standard feedforward neural network layers?,"It processes data sequentially, one token at a time.",It incorporates context from other tokens to enrich each token's representation.,It uses a fixed set of weights for all tokens regardless of context.,It does not require any input data to produce an output.,B) It incorporates context from other tokens to enrich each token's representation.
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41","In the transformer block, what is the purpose of the Layer Norm operation?",To introduce non-linearity into the model,To normalize the input features before they are fed into the multi-head attention layer,To reduce the computational complexity of the model,To ensure the residuals maintain a consistent scale,D) To ensure the residuals maintain a consistent scale
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41",How does the multi-head attention mechanism handle the input tokens to perform self-attention?,By directly comparing each token with every other token in the sequence,By splitting the input embeddings into multiple smaller sets and performing attention on each set separately,By using a single set of weights to compute the attention scores for all tokens,By concatenating all tokens into a single vector and then applying attention,B) By splitting the input embeddings into multiple smaller sets and performing attention on each set separately
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41",What is the role of the feedforward network in the transformer block?,It computes the attention scores between different tokens,It processes the input tokens through two fully connected layers,It normalizes the input embeddings,It adds residual connections to the model,B) It processes the input tokens through two fully connected layers
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41","If the input sequence length is 5 tokens, how many additional tokens would typically be added by the positional encoding mechanism?",0,1,5,Depends on the specific implementation,D) Depends on the specific implementation
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41",Which of the following best describes the process of input encoding in the transformer model?,Converting the input text into a sequence of fixed-length vectors,Assigning random values to the input tokens,Decoding the output logits back into text,Generating the final output sequence of tokens,A) Converting the input text into a sequence of fixed-length vectors
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49","In the Transformer model, what is the purpose of adding positional embeddings to token embeddings?",To capture the order of words in the sentence,To reduce the dimensionality of the input,To increase the speed of training,To improve the computational efficiency of the model,A) To capture the order of words in the sentence
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49","If a sentence has 5 tokens, what will be the shape of the position embeddings matrix?",[5 × d],[1 × d],[d × d],[5 × 1],A) [5 × d]
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49",How does the Transformer handle the input and output representations for a language model task?,By using only token embeddings for both input and output,By using token embeddings for input and adding a language model head for output,By using positional embeddings for input and output,By concatenating token and positional embeddings for both input and output,B) By using token embeddings for input and adding a language model head for output
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49","If a Transformer model uses an embedding size of 256, what would be the shape of the matrix X for a sentence with 10 tokens?",[10 × 256],[256 × 10],[10 × 10],[256 × 256],A) [10 × 256]
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49","In the context of Transformers, what happens if the positional embedding is omitted for a sentence with varying lengths?",The model will still function correctly as long as the token embeddings are present,The model might struggle to understand the sequence order of words,The model will become more efficient in terms of computation,The model will automatically generate positional information,B) The model might struggle to understand the sequence order of words
notes/LLM_cs124_week7_2025.pdf,25,"49, 50, 51","In the given example, if the token 'Thanks' corresponds to index 5 in the vocabulary, which row in the embedding matrix E would you select to get its embedding?",Row 1,Row 5,Row 10532,Row 2224,B) Row 5
notes/LLM_cs124_week7_2025.pdf,25,"49, 50, 51","If the positional embedding for the second word in the sequence 'Thanks for all the' is added to the token embedding of the first word, which position does this operation refer to?",First position,Second position,Third position,Fourth position,B) Second position
notes/LLM_cs124_week7_2025.pdf,25,"49, 50, 51","Given the token embeddings for 'Thanks', 'for', 'all', and 'the' are selected from the embedding matrix E, what is the shape of each selected embedding?",[4 × d],[1 × d],[d × d],[N × d],B) [1 × d]
notes/LLM_cs124_week7_2025.pdf,25,"49, 50, 51","In the context of token and positional embeddings, if the vocabulary size |V| is 10,000 and the embedding dimension d is 300, what would be the shape of the embedding matrix E?",[10000 × 300],[300 × 10000],[10000 × 10000],[300 × 300],A) [10000 × 300]
notes/LLM_cs124_week7_2025.pdf,25,"49, 50, 51","If a sentence contains the words 'Thanks', 'for', 'all', and 'the', how many total embeddings (including both token and positional) will be created for this sentence assuming each word has a unique index in the vocabulary?",4,8,12,16,B) 8
notes/LLM_cs124_week7_2025.pdf,26,"51, 52, 53","If the input string is 'Janet will back the bill', what would be the shape of the position embeddings matrix Epos used in the model?",[1 × 5],[5 × 1],[1 × 6],[6 × 1],C) [1 × 6]
notes/LLM_cs124_week7_2025.pdf,26,"51, 52, 53",How are the position embeddings learned during training according to the lecture?,They are fixed and do not change.,They are randomly initialized and updated during training.,They are manually set by the user.,They are derived from the token embeddings.,B) They are randomly initialized and updated during training.
notes/LLM_cs124_week7_2025.pdf,26,"51, 52, 53","Given the tokens 'Janet', 'will', 'back', 'the', 'bill' with corresponding indices [10, 20, 30, 40, 50], what will be the shape of the composite embeddings X after adding word and position embeddings?",[1 × 5],[5 × 1],[1 × 10],[10 × 1],C) [1 × 10]
notes/LLM_cs124_week7_2025.pdf,26,"51, 52, 53",Why are both token and position embeddings added together in the Transformer model as described in the lecture?,To reduce the dimensionality of the input data.,To capture both the meaning of words and their positions in the sentence.,To make the model easier to train.,To increase the computational complexity of the model.,B) To capture both the meaning of words and their positions in the sentence.
notes/LLM_cs124_week7_2025.pdf,26,"51, 52, 53","If the maximum length of sentences is set to 10 in the model, how many position embeddings will be present in the position embeddings matrix Epos?",5,10,15,20,B) 10
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55",What is the role of the unembedding matrix in the language modeling head?,To map from a [1 x d] vector to a [1 x |V|] vector of logits,To apply softmax to a [1 x |V|] vector of logits,To convert the probability distribution back to word embeddings,To reduce the dimensionality of the input vector,A) To map from a [1 x d] vector to a [1 x |V|] vector of logits
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55",How does the language modeling head transform the output of a transformer block into a probability distribution over the vocabulary?,By applying a convolutional filter,Using an unembedding matrix followed by softmax,Through recurrent neural network layers,By directly mapping the vector to the vocabulary size,B) Using an unembedding matrix followed by softmax
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55",Why is the softmax function necessary after using the unembedding matrix in the language modeling head?,To ensure the output vector sums to one and represents a valid probability distribution,To increase the dimensionality of the output vector,To reduce the number of parameters in the model,To enhance the positional encoding of the words,A) To ensure the output vector sums to one and represents a valid probability distribution
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55","If the dimensionality of the word and position embeddings combined is 256 (d), what would be the size of the [1 x |V|] vector of logits before applying softmax?",1 x 256,1 x |V|,256 x |V|,|V| x 256,B) 1 x |V|
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55","In the context of the language modeling head, what does the term 'head' refer to?",The top part of the transformer architecture,Additional circuits added on top of the transformer for specific tasks,The input layer of the transformer block,The output layer of the word embeddings,B) Additional circuits added on top of the transformer for specific tasks
notes/LLM_cs124_week7_2025.pdf,28,"55, 56, 57",What is the role of the unembedding matrix in the language modeling head?,It maps from a [1 x |V|] vector of logits to a [1 x d] vector.,It maps from a [1 x d] vector to a [1 x |V|] vector of logits.,It maps from a [1 x |V|] vector of probabilities to a [1 x d] vector.,It maps from a [1 x d] vector to a [1 x |V|] vector of probabilities.,B) It maps from a [1 x d] vector to a [1 x |V|] vector of logits.
