pdf_name,chunk_number,total_chunks,pages,question,option_A,option_B,option_C,option_D,correct_answer
notes/LLM_cs124_week7_2025.pdf,14,"27, 28, 29","In the self-attention mechanism, which vectors have the same dimensionality as the inputs and outputs of transformers?",Key and query vectors,Key and value vectors,Query and value vectors,Input and output vectors,A) Key and query vectors
notes/LLM_cs124_week7_2025.pdf,16,"31, 32, 33","Given the attention head in transformers, which role does the query vector play during the attention process?",It represents the current element being compared to the preceding inputs.,It represents the preceding input being compared to the current element.,It is the weighted sum of the prior element's key and value.,It is the projection of each input vector into a representation of its role as a value.,A) It represents the current element being compared to the preceding inputs.
notes/LLM_cs124_week7_2025.pdf,16,"31, 32, 33",Which equation is used to compute the dot product between the query vector and the key vector in the attention process?,Eq.9.10,Eq.9.11,Eq.9.12,Eq.9.13,B) Eq.9.11
notes/LLM_cs124_week7_2025.pdf,16,"31, 32, 33",What is the purpose of scaling the dot product in the attention process by a factor related to the size of the embeddings?,To avoid numerical issues and loss of gradients during training.,To increase the similarity between the query and key vectors.,To decrease the dimensionality of the query and key vectors.,To normalize the dot product into a probability distribution.,A) To avoid numerical issues and loss of gradients during training.
notes/LLM_cs124_week7_2025.pdf,16,"31, 32, 33",Which equation is used to compute the output for the current element ai in the attention process?,Eq.9.9,Eq.9.10,Eq.9.11,Eq.9.13,D) Eq.9.13
notes/LLM_cs124_week7_2025.pdf,17,"33, 34, 35","Given the attention head in transformers, which role does the weight matrix WQ play?",It represents the current element being compared to the preceding inputs.,It represents the preceding input being compared to the current element to determine a similarity weight.,It projects each input vector into a representation of its role as a key.,It projects each input vector into a representation of its role as a value.,C) It projects each input vector into a representation of its role as a key.
notes/LLM_cs124_week7_2025.pdf,17,"33, 34, 35","In the attention process, which matrix is used to compute the dot product between the current element's query vector and the preceding element's key vector?",WK,WQ,WV,WVQ,A) WK
notes/LLM_cs124_week7_2025.pdf,17,"33, 34, 35",Which equation in the attention process involves the softmax calculation?,Eq.9.11,Eq.9.12,Eq.9.13,Eq.9.14,A) Eq.9.11
notes/LLM_cs124_week7_2025.pdf,17,"33, 34, 35",Which matrix is used to compute the weighted sum of the prior elements' value vectors?,WQ,WK,WV,WVQ,C) WV
notes/LLM_cs124_week7_2025.pdf,18,"35, 36, 37","Given the transformer model, which matrix is used to reshape the output of the attention head?",WQ,WK,WV,WO,D) WO
notes/LLM_cs124_week7_2025.pdf,18,"35, 36, 37",Which dimension does the transformer model use for the key and query vectors?,dk,dv,d,1,A) dk
notes/LLM_cs124_week7_2025.pdf,18,"35, 36, 37",What is the shape of the output of the attention head in the transformer model?,[1 × d],[1 × dv],[dv × d],[d × dv],B) [1 × dv]
notes/LLM_cs124_week7_2025.pdf,18,"35, 36, 37",Which matrix in the transformer model is used to project each input vector into its representation as a key?,WQ,WK,WV,WO,B) WK
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",Which method enriches the representation of a token by incorporating contextual information?,Summary Attention,Transformers Attention,Word Embedding,Long Short-Term Memory,B) Transformers Attention
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",What is the main function of the Transformer Block in the context of enriched representation?,It applies summary attention to each word's context.,It passes the enriched representation up layer by layer.,It initializes the word embeddings.,It calculates the final output of the model.,B) It passes the enriched representation up layer by layer.
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",Which method is used to calculate the enriched representation for each word based on its context?,Transformers Attention,Summary Attention,Long Short-Term Memory,Recurrent Neural Network,A) Transformers Attention
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39","Considering the lecture content, which model does not contribute to the enriched representation of a word?",Transformers,Summary Attention,Word Embedding,Long Short-Term Memory,C) Word Embedding
notes/LLM_cs124_week7_2025.pdf,19,"37, 38, 39",Which model is responsible for passing the enriched representation up layer by layer?,Transformers,Summary Attention,Word Embedding,Long Short-Term Memory,A) Transformers
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41",Which component of the Transformer model applies Multi-Head Attention?,Language Modeling Head,Input Encoding,Layer Norm,Layer NormMultiHeadAttention,D) Layer NormMultiHeadAttention
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41",Which part of the Transformer model applies Layer Norm after each sub-layer?,Input tokens,Language Modeling Head,Layer Norm,Layer NormMultiHeadAttention,C) Layer Norm
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41",Which part of the Transformer model processes the residual stream?,Input tokens,Language Modeling Head,Layer Norm,The residual stream: each token gets passed up and modified,D) The residual stream: each token gets passed up and modified
notes/LLM_cs124_week7_2025.pdf,20,"39, 40, 41",Which component of the Transformer model is responsible for the feedforward part?,Layer Norm,Input Encoding,Layer NormMultiHeadAttention,Layer Norm + Feedforward,D) Layer Norm + Feedforward
notes/LLM_cs124_week7_2025.pdf,21,"41, 42, 43",Which layer in a transformer block normalizes the input vector twice?,Attention layer,Feedforward layer,Layer norm before attention,Layer norm after feedforward,C) Layer norm before attention
notes/LLM_cs124_week7_2025.pdf,21,"41, 42, 43",What is the dimensionality of the hidden layer in a feedforward network in a transformer model?,Same as the model dimensionality,Larger than the model dimensionality,Smaller than the model dimensionality,Equal to the model dimensionality,B) Larger than the model dimensionality
notes/LLM_cs124_week7_2025.pdf,21,"41, 42, 43",Which layer in a transformer block computes the residual stream?,Attention layer,Feedforward layer,Layer norm before attention,Layer norm after feedforward,B) Feedforward layer
notes/LLM_cs124_week7_2025.pdf,21,"41, 42, 43",What is the purpose of the residual stream in a transformer block?,To add the input of a component to its output,To normalize the vector,To process the input token's embedding,To pass the input vector up and modify it,A) To add the input of a component to its output
notes/LLM_cs124_week7_2025.pdf,22,"43, 44, 45","Given an embedding vector x of dimensionality d, which values are calculated during layer normalization to normalize the vector?",Mean and standard deviation over all elements of the vector,Mean and standard deviation over all elements of the layer,Mean and standard deviation over all tokens in the context,Gain and offset values for the vector,A) Mean and standard deviation over all elements of the vector
notes/LLM_cs124_week7_2025.pdf,22,"43, 44, 45",Which component of a transformer block takes input from other tokens in the context?,Layer Normalization,Multi-Head Attention,Feed-Forward Neural Network,Gain and Offset Parameters,B) Multi-Head Attention
notes/LLM_cs124_week7_2025.pdf,22,"43, 44, 45",What is the result of the layer normalization process for a single vector x?,A new vector with zero mean and a standard deviation of one,A new vector with a mean of zero and a standard deviation of one,A new vector with a mean of one and a standard deviation of zero,A new vector with a mean of one and a standard deviation of one,A) A new vector with zero mean and a standard deviation of one
notes/LLM_cs124_week7_2025.pdf,22,"43, 44, 45",Which learnable parameters are introduced in the standard implementation of layer normalization?,Mean and standard deviation parameters,Gain and offset parameters,Multi-Head Attention parameters,Feed-Forward Neural Network parameters,B) Gain and offset parameters
notes/LLM_cs124_week7_2025.pdf,23,"45, 46, 47","Given a transformer block, which component takes input from other tokens in the context?",Layer Norm,Multi-Head Attention,Feedforward Network,Layer Normalization of Embedding,B) Multi-Head Attention
notes/LLM_cs124_week7_2025.pdf,23,"45, 46, 47",Which equation represents the computation of the gain and offset values in layer normalization?,LayerNorm(x) = g(x - µ)s + b,t1i = LayerNorm(xi),"t2i = MultiHeadAttention(t1i, ...)",t3i = t2i + xi,A) LayerNorm(x) = g(x - µ)s + b
notes/LLM_cs124_week7_2025.pdf,23,"45, 46, 47",Which component of a transformer block computes the mean and standard deviation for layer normalization?,Layer Norm,Multi-Head Attention,Feedforward Network,Layer Normalization of Embedding,D) Layer Normalization of Embedding
notes/LLM_cs124_week7_2025.pdf,23,"45, 46, 47","Given a transformer block, which component computes the high-dimensional embeddings for the current token and neighboring tokens?",Layer Norm,Multi-Head Attention,Feedforward Network,Layer Normalization of Embedding,B) Multi-Head Attention
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49","Given a Transformer model with an input sequence of length 5, what is the shape of the embedding matrix X?",[5 × 2d],[5 × d],[N × d],[d × 5],C) [N × d]
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49",Which of the following shapes represents the embedding for a single input token and its positional information?,[1× d],[d×1],[1× 2d],[2d×1],C) [1× 2d]
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49",Consider a Transformer model with an input sequence of length 10. Which shape does the embedding matrix X have?,[10 × d],[d × 10],[10 × 2d],[2d × 10],A) [10 × d]
notes/LLM_cs124_week7_2025.pdf,24,"47, 48, 49","Given a Transformer model with an input sequence of length 5, what shape does the embedding for a single token have?",[5 × d],[d × 5],[1× d],[d×1],C) [1× d]
notes/LLM_cs124_week7_2025.pdf,25,"49, 50, 51","Given the string 'Thanks for all the', the vocabulary indices for each word are [5, 4000, 10532, 2224]. Which rows of the embedding matrix E should be selected to obtain the embeddings for these words?","Rows 5, 4000, 10532, 2225","Rows 5, 4000, 10532, 2224","Rows 5, 4000, 10533, 2224","Rows 5, 4000, 10532, 2223","B) Rows 5, 4000, 10532, 2224"
notes/LLM_cs124_week7_2025.pdf,25,"49, 50, 51","Given the string 'Thanks for all the', the vocabulary indices for each word are [5, 4000, 10532, 2224]. Which shape does the embedding matrix E have?",[|V| ×  (d + 1)],[|V| ×  d],[d × |V|],[|V| × |V|],B) [|V| ×  d]
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55","Given a [1 x d] vector output from a transformer block, how does the language modeling head convert it to a probability distribution over the vocabulary?",By directly using the vector as probabilities,By multiplying the vector with an unembedding matrix and then applying softmax,By adding the vector to an identity matrix and then applying softmax,By subtracting the vector from an identity matrix and then applying softmax,B) By multiplying the vector with an unembedding matrix and then applying softmax
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55",Which step in the language modeling head process converts the [1 x d] vector to a [1 x |V|] vector of logits?,Softmax,Unembedding matrix,Transformer block output,Concatenation of unembedding matrix and softmax,B) Unembedding matrix
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55","Given a [1 x d] vector output from a transformer block, which step in the language modeling head process converts it to a probability distribution over the vocabulary?",Unembedding matrix,Softmax,Transformer block output,Concatenation of transformer block output and softmax,D) Concatenation of transformer block output and softmax
notes/LLM_cs124_week7_2025.pdf,27,"53, 54, 55",Which matrix is used to map a [1 x d] vector to a [1 x |V|] vector of logits in the language modeling head?,Embedding matrix,Unembedding matrix,Position embedding matrix,Softmax matrix,B) Unembedding matrix
notes/LLM_cs124_week7_2025.pdf,28,"55, 56, 57","Given a [1 x d] vector, which layer of the language modeling head maps it to a probability distribution over the vocabulary?",Softmax layer,TransformerBlock layer,Unembedding layer,Embedding layer,C) Unembedding layer
notes/LLM_cs124_week7_2025.pdf,28,"55, 56, 57",Which matrix maps a [1 x d] vector to a [1 x |V|] vector of logits in the language modeling head?,Unembedding matrix,Embedding matrix,TransformerBlock,Softmax,A) Unembedding matrix
notes/LLM_cs124_week7_2025.pdf,28,"55, 56, 57","Given a [1 x |V|] vector of logits, which layer of the language modeling head maps it to a probability distribution?",Unembedding layer,TransformerBlock layer,Softmax layer,Language Model Head,C) Softmax layer
notes/LLM_cs124_week7_2025.pdf,28,"55, 56, 57",Which matrix maps a [|V| x d] embedding matrix to a [d x |V|] unembedding matrix?,ETE,ET^T,E^T,E,B) ET^T
notes/LLM_cs124_week7_2025.pdf,29,"57, 58, 59","Given the Transformer model architecture, which layer maps the output of the final transformer layer to a probability distribution over words in the vocabulary?",Unembedding layer,TransformerBlock layer,Language modeling head,Embedding layer,C) Language modeling head
notes/LLM_cs124_week7_2025.pdf,29,"57, 58, 59",Which matrix is used to perform the reverse mapping from an embedding to a vector over the vocabulary in the Transformer model?,Embedding matrix,Unembedding matrix,TransformerBlock matrix,Softmax matrix,B) Unembedding matrix
notes/LLM_cs124_week7_2025.pdf,29,"57, 58, 59",What is the primary function of the unembedding layer in the Transformer model?,To map from a one-hot vector over the vocabulary to an embedding,To map from an embedding to a vector over the vocabulary,To perform a softmax operation on logits,To project from the output of the final transformer layer to the logit vector,B) To map from an embedding to a vector over the vocabulary
notes/LLM_cs124_week7_2025.pdf,29,"57, 58, 59",Which layer in the Transformer model takes the output of the final transformer layer and produces a probability distribution over words in the vocabulary?,Embedding layer,TransformerBlock layer,Language modeling head,Unembedding layer,C) Language modeling head
notes/LLM_cs124_week7_2025.pdf,30,"59, 60, 61","Given the transformer architecture, which layer is responsible for producing the probability distribution over words in the vocabulary?",Input token Language Model Head,Layer 1,Unembedding layer,Attention layer,A) Input token Language Model Head
notes/LLM_cs124_week7_2025.pdf,30,"59, 60, 61",Which matrix is used to map from the logit vector to a probability distribution over words in the vocabulary?,Embedding matrix,Unembedding matrix,Softmax function,Transpose of the embedding matrix,D) Transpose of the embedding matrix
notes/LLM_cs124_week7_2025.pdf,30,"59, 60, 61",What is the primary function of the unembedding layer in the transformer architecture?,Maps from a one-hot vector over the vocabulary to an embedding,Maps from an embedding to a vector over the vocabulary,Maps from the output of the final transformer layer to a probability distribution over words in the vocabulary,Maps from the logit vector to a probability distribution over words in the vocabulary,B) Maps from an embedding to a vector over the vocabulary
notes/LLM_cs124_week7_2025.pdf,30,"59, 60, 61",Which layer in the transformer architecture takes the output of the final transformer layer and uses it to predict the upcoming word?,Input token Language Model Head,Layer 1,Unembedding layer,Language Model Head,D) Language Model Head
notes/LLM_cs124_week7_2025.pdf,31,"61, 62, 63",Why is pretraining a transformer model on large amounts of text important for its performance on new tasks?,It helps the model learn position embeddings.,It allows the model to memorize specific texts.,It enables the model to perform numerical reasoning.,It improves the model's ability to compare texts. ,A) It helps the model learn position embeddings.
notes/LLM_cs124_week7_2025.pdf,31,"61, 62, 63",Which step in the process of using a pretrained transformer model for a new task involves applying the language model head?,Pretraining the model on large amounts of text,Applying the position embeddings,Fine-tuning the model on the new task,Removing the language model head,C) Fine-tuning the model on the new task
notes/LLM_cs124_week7_2025.pdf,31,"61, 62, 63",Which of the following is a valid reason for pretraining a transformer model on enormous amounts of text?,To enable the model to perform edge cases,To help the model learn position embeddings,To improve the model's ability to perform definition recall,To allow the model to memorize specific texts,B) To help the model learn position embeddings
notes/LLM_cs124_week7_2025.pdf,31,"61, 62, 63",Which part of a transformer model is responsible for learning the meaning of words and their relationships in context?,The position embeddings,The language model head,The self-attention mechanism,The feed-forward neural network,B) The language model head
notes/LLM_cs124_week7_2025.pdf,32,"63, 64, 65","Given a language model trained using self-supervised learning, which component is responsible for outputting the probability distribution over the vocabulary of possible next words?",Transformer model,Language modeling head,Corpus of text,Gradient descent algorithm,B) Language modeling head
notes/LLM_cs124_week7_2025.pdf,32,"63, 64, 65",Which part of the self-supervised learning process for language models involves asking the model to predict the next word and training it using gradient descent to minimize the error in this prediction?,Pretraining,Applying the model to new tasks,Predicting the next word,Training using gradient descent,C) Predicting the next word
notes/LLM_cs124_week7_2025.pdf,32,"63, 64, 65",What is the term used to describe the process of training a language model using only the next word as the label?,Supervised learning,Self-supervised learning,Unsupervised learning,Reinforcement learning,B) Self-supervised learning
notes/LLM_cs124_week7_2025.pdf,32,"63, 64, 65",Which of the following is a correct description of the output of a language model during self-supervised training?,A probability distribution over the entire corpus of text,A probability distribution over the vocabulary of possible next words,A sequence of correct next words for the entire corpus,A sequence of incorrect next words for the entire corpus,B) A probability distribution over the vocabulary of possible next words
notes/LLM_cs124_week7_2025.pdf,33,"65, 66, 67",Which loss function is used in language modeling to assign a high probability to the true word?,Cross-entropy loss,Mean squared error loss,Absolute error loss,Root mean squared error loss,A) Cross-entropy loss
notes/LLM_cs124_week7_2025.pdf,33,"65, 66, 67",Which loss calculation method is used in teacher forcing?,Loss is calculated based on the correct word and the previous words,Loss is calculated based on the model's prediction and the previous words,Loss is calculated based on the model's prediction and the next word,Loss is calculated based on the model's prediction and the context,A) Loss is calculated based on the correct word and the previous words
notes/LLM_cs124_week7_2025.pdf,33,"65, 66, 67",Which loss function is similar to cross-entropy loss but is used in regression and neural networks?,Mean squared error loss,Absolute error loss,Cross-entropy loss,Root mean squared error loss,B) Absolute error loss
notes/LLM_cs124_week7_2025.pdf,33,"65, 66, 67","In teacher forcing, what is the next word ignored and what is used instead?",The model's prediction is ignored and the correct word is used,The correct word is ignored and the model's prediction is used,The previous word is ignored and the next word is used,The context is ignored and the next word is used,A) The model's prediction is ignored and the correct word is used
notes/LLM_cs124_week7_2025.pdf,34,"67, 68, 69",Which corpus is mainly used to train Language Model (LLM) models?,Common Crawl: snapshots of the entire web produced by the non-profit Common Crawl,Colossal Clean Crawled Corpus (C4),Filtered patent text documents from the web,News sites and Wikipedia,B) Colossal Clean Crawled Corpus (C4)
notes/LLM_cs124_week7_2025.pdf,34,"67, 68, 69",Which filtering is applied to the Colossal Clean Crawled Corpus (C4) to remove unwanted data?,Removal of patent text documents and adult content,Removal of news sites and Wikipedia,Removal of boilerplate and toxicity,Removal of Common Crawl snapshots,C) Removal of boilerplate and toxicity
notes/LLM_cs124_week7_2025.pdf,34,"67, 68, 69",Which part of the transformer model computes the loss for the next token?,Language Modeling Head,Input Encoding,Stacked Transformer Blocks,Logits,A) Language Modeling Head
notes/LLM_cs124_week7_2025.pdf,34,"67, 68, 69",Which transformer block is responsible for ignoring the model's prediction for the next token?,Language Modeling Head,Input Encoding,Stacked Transformer Blocks,Teacher Forcing,D) Teacher Forcing
notes/LLM_cs124_week7_2025.pdf,36,"71, 72, 73",Which issue prevents large language models from being pretrained on all available text on the web?,Data consent from website owners,Copyright issues,Privacy concerns regarding IP addresses and phone numbers,Lack of computational resources,B) Copyright issues
notes/LLM_cs124_week7_2025.pdf,36,"71, 72, 73",Which legal doctrine in the US might allow for the use of copyrighted text for pretraining large language models?,Fair use,Public domain,Creative Commons,Digital Millennium Copyright Act,A) Fair use
notes/LLM_cs124_week7_2025.pdf,36,"71, 72, 73",Which concern arises when large language models are pretrained on text from websites?,Data security,Data privacy,Data accuracy,Data availability,B) Data privacy
notes/LLM_cs124_week7_2025.pdf,36,"71, 72, 73",Which of the following is a potential issue with pretraining large language models on text from the web?,Lack of diversity in the data,Lack of context in the data,Lack of accuracy in the data,Lack of privacy concerns,B) Lack of context in the data
